seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,leave_one_out_optimization_loss,leave_one_out_engine,leave_one_out_engine_losses,contribution_share,raw_contribution_share,calibrated_contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,4,4,False,0.14442661854003544,0.1997751343140225,0.004608970135450363,0.004608970135450363,0.02082295266019908,custom,"{""bfgs"": 0.05801560592095725, ""custom"": 0.02082295266019908}",0.26310604362973816,0.26439392207116136,0.26310604362973816,0.199820107451218
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,5,15,True,3.697449648706734e-05,0.21885662006761547,0.010443379481633503,0.010443379481633503,0.024759652334759425,custom,"{""bfgs"": 0.06141226344793542, ""custom"": 0.024759652334759425}",0.5091969297793153,0.5155070712033829,0.5091969297793153,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,5,1,False,0.14984511474643689,0.19461181823453363,0.0019651887317498513,0.0019651887317498513,0.018993667380949843,custom,"{""bfgs"": 0.036464054961070795, ""custom"": 0.018993667380949843}",0.09906571272861965,0.097005829314918,0.09906571272861965,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,5,2,False,0.4737265966771876,0.1938259590803027,0.0018526017665863037,0.0018526017665863037,0.01905659991327675,custom,"{""bfgs"": 0.07207947509687274, ""custom"": 0.01905659991327675}",0.09361933502743337,0.09144830104840139,0.09361933502743337,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,5,3,False,0.231964695539853,0.1928854951663302,0.001250825822353363,0.001250825822353363,0.019074454564019783,custom,"{""bfgs"": 0.053161907749536295, ""custom"": 0.019074454564019783}",0.06450851319277785,0.06174338080895698,0.06450851319277785,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,5,4,False,0.14442661854003544,0.199820107451218,0.004746464391549427,0.004746464391549427,0.020284152635536446,custom,"{""bfgs"": 0.05834764899750404, ""custom"": 0.020284152635536446}",0.23360950927185392,0.2342954176243407,0.23360950927185392,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,6,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,6,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,6,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,6,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,6,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,7,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,7,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,7,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,7,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,7,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,8,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,8,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,8,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,8,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,8,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,9,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,9,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,9,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,9,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,9,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,10,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,10,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,10,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,10,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,10,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,11,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,11,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,11,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,11,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,11,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,12,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,12,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,12,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,12,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,12,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,13,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,13,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,13,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,13,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,13,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,14,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,14,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,14,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,14,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,14,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,15,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,15,1,False,0.14984511474643689,0.18983451295923795,0.0009534234801928214,0.0009534234801928214,0.018409335567138814,custom,"{""bfgs"": 0.03651560198601977, ""custom"": 0.018409335567138814}",0.08925482562487262,0.08699472002538022,0.08925482562487262,0.18983451295923795
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,15,2,False,0.4737265966771876,0.18881562787765924,0.001197628676891327,0.001197628676891327,0.01846172260418144,custom,"{""bfgs"": 0.07279970616567105, ""custom"": 0.01846172260418144}",0.111091576967527,0.10927711935461938,0.111091576967527,0.18881562787765924
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,15,3,False,0.231964695539853,0.18646664606765256,0.00045884400606155396,0.00045884400606155396,0.018555013497389798,custom,"{""bfgs"": 0.053528389698709086, ""custom"": 0.018555013497389798}",0.045029685694214686,0.04186702621858641,0.045029685694214686,0.18646664606765256
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,15,4,False,0.14442661854003544,0.2015095775422498,0.004298418760299683,0.004298418760299683,0.020289373450861202,custom,"{""bfgs"": 0.05187516995260458, ""custom"": 0.020289373450861202}",0.38836324412517836,0.39220739196446774,0.38836324412517836,0.2015095775422498
0,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,16,15,True,3.697449648706734e-05,0.23337363555320045,0.0040512407819430045,0.0040512407819430045,0.019863468855544922,custom,"{""bfgs"": 0.06137508672997296, ""custom"": 0.019863468855544922}",0.36626066758820736,0.36965374243694626,0.36626066758820736,0.23337363555320045
